"place_name","lat","lon","geo","place_descryption","plc_id","tpes"
"""باشگاه البرز""","35.312733","47.002832","0101000020E6100000EDB089CC5C804740EDB089CC5C804740","""Sanandaj, Namaki Boulevard""","287","[""gym"",""health"",""point_of_interest"",""establishment""]"
"""باشگاه بدنسازی برتر""","35.3060487","46.9895222","0101000020E61000003FD5D7A9A87E47403FD5D7A9A87E4740","""Sanandaj""","288","[""gym"",""health"",""point_of_interest"",""establishment""]"
"""باشگاه بدنسازی آرین""","35.308701","47.0055708","0101000020E610000002E8418BB680474002E8418BB6804740","""Sanandaj""","289","[""gym"",""health"",""point_of_interest"",""establishment""]"
"""Sanandaj health center""","35.3193735","47.0005631","0101000020E6100000CD0AA07312804740CD0AA07312804740","""Sanandaj, Taleghani Street""","290","[""gym"",""health"",""point_of_interest"",""establishment""]"
"""Amin Footbal Stadium""","35.3185063","47.0059765","0101000020E6100000B40584D6C3804740B40584D6C3804740","""Sanandaj""","291","[""gym"",""health"",""point_of_interest"",""establishment""]"
"""Oxigen Royal Fitness Academy""","35.300397","46.995845","0101000020E61000004C7155D9777F47404C7155D9777F4740","""Sanandaj""","292","[""gym"",""health"",""point_of_interest"",""establishment""]"
"""مجموعه ورزشي آزادي""","35.3260915","46.986506","0101000020E610000065A71FD4457E474065A71FD4457E4740","""بعثت، سنندج""","293","[""gym"",""health"",""point_of_interest"",""establishment""]"
"""استخر انتظام""","35.3002367","47.0108229","0101000020E610000021C610A56281474021C610A562814740","""Sanandaj""","294","[""gym"",""health"",""point_of_interest"",""establishment""]"
"""Entezam""","35.2999959","47.010828","0101000020E6100000C7F0D8CF62814740C7F0D8CF62814740","""Sanandaj, Geryashan Boulevard""","295","[""gym"",""health"",""point_of_interest"",""establishment""]"
"""Sport Club""","35.2931288","46.990984","0101000020E6100000FC6D4F90D87E4740FC6D4F90D87E4740","""Sanandaj""","296","[""gym"",""health"",""point_of_interest"",""establishment""]"
"""باشگاه ورزشی بانک ملی""","35.2929895","46.9910825","0101000020E6100000A79196CADB7E4740A79196CADB7E4740","""Sanandaj, کوی فرهنگیان""","297","[""gym"",""health"",""point_of_interest"",""establishment""]"
"""باشگاه ورزشی زنانه تریسا""","35.2863972","46.9842784","0101000020E61000006214A9D5FC7D47406214A9D5FC7D4740","""Zagros Town, Sanandaj""","298","[""gym"",""health"",""point_of_interest"",""establishment""]"
"""Zolfaqarnasab Footbal Academy""","35.2833549","46.9867568","0101000020E6100000838DFC0B4E7E4740838DFC0B4E7E4740","""Zagros Town, Sanandaj""","299","[""gym"",""health"",""point_of_interest"",""establishment""]"
"""آکادمی فوتبال دکتر بیژن ذوالفقارنسب""","35.2831122","46.986621","0101000020E6100000FE45D098497E4740FE45D098497E4740","""Sanandaj, Zagros Town, خيابان سيروان""","300","[""gym"",""health"",""point_of_interest"",""establishment""]"
"""باشگاه ورزشی بانوان به رزین""","35.2822235","46.9880128","0101000020E6100000C3031434777E4740C3031434777E4740","""Zagros Town, Sanandaj""","301","[""gym"",""health"",""point_of_interest"",""establishment""]"
"""باشگاه ورزشی به رزین""","35.2821761","46.9880054","0101000020E6100000BDA200F6767E4740BDA200F6767E4740","""Zagros Town, Sanandaj""","302","[""gym"",""health"",""point_of_interest"",""establishment""]"
"""سالن پینگ پنگ سنندج""","35.2704629","47.0049579","0101000020E6100000AD2DE175A2804740AD2DE175A2804740","""Baharan Town, Sanandaj""","303","[""gym"",""health"",""point_of_interest"",""establishment""]"
"""سالن زیبایی مانگو""","35.3115587","46.9932662","0101000020E6100000719CCA58237F4740719CCA58237F4740","""Sanandaj, 2, Zhalleh Alley""","304","[""hair_care"",""point_of_interest"",""establishment""]"
"""آرایشگاه شریف""","35.3026648","46.9943438","0101000020E61000007DFD5AA8467F47407DFD5AA8467F4740","""Sanandaj, Ovalan Street""","305","[""hair_care"",""health"",""point_of_interest"",""establishment""]"
"""Modex hairdresser""","35.3112736","46.9780494","0101000020E6100000AC6F05B9307D4740AC6F05B9307D4740","""Sanandaj""","306","[""hair_care"",""point_of_interest"",""establishment""]"
"""پیرایش کاردین""","35.3292916","46.9937017","0101000020E610000062BD079E317F474062BD079E317F4740","""Sanandaj""","307","[""hair_care"",""health"",""point_of_interest"",""establishment""]"
"""آرایشگا خالق زیبایی""","35.2938669","46.9951015","0101000020E6100000AB59677C5F7F4740AB59677C5F7F4740","""Sanandaj, Tahmasbi Street""","308","[""hair_care"",""point_of_interest"",""establishment""]"
"""آرایشگاه مردانه حشمت و کمال""","35.3164121","47.0218706","0101000020E610000039DFE3A7CC82474039DFE3A7CC824740","""فرجه، سنندج""","309","[""hair_care"",""health"",""point_of_interest"",""establishment""]"
"""ارایشگاه مردانه مجید""","35.3199882","47.0236945","0101000020E61000002B4CDF6B088347402B4CDF6B08834740","""Sanandaj, فرجه, Saghez Road Circular""","310","[""hair_care"",""health"",""point_of_interest"",""establishment""]"
"""آرایشگاه گل پری""","35.2846834","46.9841158","0101000020E61000000A3DAC81F77D47400A3DAC81F77D4740","""Sanandaj, زاگرس""","311","[""hair_care"",""point_of_interest"",""establishment""]"
"""آرایشگاه امیر""","35.287346","47.0259425","0101000020E6100000CC89761552834740CC89761552834740","""Sanandaj, Baharan Town, Nima 2 Alley""","312","[""hair_care"",""health"",""point_of_interest"",""establishment""]"
"""ابزارفروشی بهاران- ولدی""","35.2681805","46.9929852","0101000020E6100000BDB497231A7F4740BDB497231A7F4740","""Baharan Town, Sanandaj""","313","[""hardware_store"",""store"",""point_of_interest"",""establishment""]"
"""دفتر مرکزی مبلمان موراشین""","35.312003","47.0271733","0101000020E61000008669296A7A8347408669296A7A834740","""Sanandaj""","314","[""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]"
"""Sarmavaz""","35.3138341","46.9978778","0101000020E6100000C433B275BA7F4740C433B275BA7F4740","""Sanandaj, سنندج بلوار كردستان ضلع شرقي پل فردوسي, Kordestan Boulevard""","315","[""home_goods_store"",""store"",""point_of_interest"",""establishment""]"
"""شرکت هورام سازه گستر""","35.3086115","46.9891776","0101000020E6100000C7F7205F9D7E4740C7F7205F9D7E4740","""Sanandaj, Afrooz Alley""","316","[""home_goods_store"",""store"",""point_of_interest"",""establishment""]"
"""Montakhab Office Furniture Store""","35.3090318","47.0051015","0101000020E61000008BD47B2AA78047408BD47B2AA7804740","""Sanandaj, سنندج، بلوار کردستان، نرسیده به ورودی خ فلسطین، حد فاصل پل بعثت و جانبازان، ساختمان الین""","317","[""furniture_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]"
"""چوبکار""","35.3192507","46.9743606","0101000020E610000066C11FD9B77C474066C11FD9B77C4740","""Sanandaj, Khezreh Zendeh Boulevard""","318","[""general_contractor"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]"
"""فروشگاه برادران زمانی""","35.3175004","46.9676321","0101000020E6100000A807605EDB7B4740A807605EDB7B4740","""Sanandaj, Khezreh Zendeh Street""","319","[""home_goods_store"",""store"",""point_of_interest"",""establishment""]"
"""فرشاد سیجانیوندی""","35.3115492","46.9961502","0101000020E6100000B27389D9817F4740B27389D9817F4740","""Sanandaj, میدان ازادی""","320","[""home_goods_store"",""store"",""point_of_interest"",""establishment""]"
"""تابلوساز بـــهـــروز""","35.3129836","46.9933379","0101000020E61000004B3041B2257F47404B3041B2257F4740","""Sanandaj, Keshavarz Street""","321","[""home_goods_store"",""store"",""point_of_interest"",""establishment""]"
"""گالری قاب افشین""","35.3130977","46.9929963","0101000020E610000044C6B4801A7F474044C6B4801A7F4740","""Sanandaj""","322","[""home_goods_store"",""store"",""point_of_interest"",""establishment""]"
"""Irak Plastik""","35.3083628","46.9944705","0101000020E61000001D2B31CF4A7F47401D2B31CF4A7F4740","""Sanandaj, Hasan Abad""","323","[""home_goods_store"",""store"",""point_of_interest"",""establishment""]"
"""پتوسرای گلها""","35.3146286","46.9991412","0101000020E6100000070BDDDBE37F4740070BDDDBE37F4740","""Sanandaj""","324","[""home_goods_store"",""store"",""point_of_interest"",""establishment""]"
"""موبایل آرتیما شعبه ۱""","35.3153167","46.9981572","0101000020E61000002B22799DC37F47402B22799DC37F4740","""Sanandaj""","325","[""home_goods_store"",""store"",""point_of_interest"",""establishment""]"
"""فروشگاه کورپه.MDF""","35.3140932","46.991851","0101000020E6100000A0C03BF9F47E4740A0C03BF9F47E4740","""Sanandaj""","326","[""home_goods_store"",""store"",""point_of_interest"",""establishment""]"
"""نمایندگی شرکت ایراک پلاستیک ترکیه""","35.3077114","46.9940937","0101000020E61000006F545D763E7F47406F545D763E7F4740","""Sanandaj""","327","[""home_goods_store"",""store"",""point_of_interest"",""establishment""]"
"""گالری پرده نسیم""","35.3090165","47.0005176","0101000020E61000004589F1F5108047404589F1F510804740","""Sanandaj, Sayed Qutb""","328","[""home_goods_store"",""store"",""point_of_interest"",""establishment""]"
"""فروشگاه لوازم خانگی آرام""","35.316689","46.9994514","0101000020E610000080780206EE7F474080780206EE7F4740","""Sanandaj""","329","[""home_goods_store"",""store"",""point_of_interest"",""establishment""]"
"""فروشگاه لوازم خانگی صمدی""","35.3165308","46.9998235","0101000020E6100000D9226937FA7F4740D9226937FA7F4740","""Sanandaj""","330","[""home_goods_store"",""store"",""point_of_interest"",""establishment""]"
"""فروشگاه اشرف""","35.31666","47.0001538","0101000020E61000002DFC2A0A058047402DFC2A0A05804740","""Sanandaj""","331","[""home_goods_store"",""store"",""point_of_interest"",""establishment""]"
"""فروشگاه نقش جهان""","35.3073904","46.9896791","0101000020E6100000710404CEAD7E4740710404CEAD7E4740","""Sanandaj, Fajr Boulevard""","332","[""home_goods_store"",""store"",""point_of_interest"",""establishment""]"
"""فروشگاه روژان""","35.307371","46.989557","0101000020E61000009143C4CDA97E47409143C4CDA97E4740","""Sanandaj""","333","[""home_goods_store"",""store"",""point_of_interest"",""establishment""]"
"""Be'sat Hospital""","35.3151914","46.9881891","0101000020E6100000C061FDFA7C7E4740C061FDFA7C7E4740","""Sanandaj, Khosro Abad, Keshavarz Street""","334","[""hospital"",""point_of_interest"",""establishment""]"
"""Qods Hospita;""","35.3218748","46.9861647","0101000020E61000001C7C17A53A7E47401C7C17A53A7E4740","""Sanandaj""","335","[""hospital"",""point_of_interest"",""establishment""]"
"""tohid emergency""","35.3011752","47.0174848","0101000020E6100000AA1622F13C824740AA1622F13C824740","""Sanandaj""","336","[""hospital"",""point_of_interest"",""establishment""]"
"""مطب فیزیوتراپی افق""","35.3099658","46.9976711","0101000020E61000000B55C5AFB37F47400B55C5AFB37F4740","""Sanandaj""","337","[""hospital"",""point_of_interest"",""establishment""]"
"""داروخانه سينا""","35.3113896","46.9933614","0101000020E6100000EC0D6377267F4740EC0D6377267F4740","""Sanandaj, Abidar Street""","338","[""hospital"",""point_of_interest"",""establishment""]"
"""adorina pet clinic""","35.3125223","46.9988549","0101000020E61000008479347ADA7F47408479347ADA7F4740","""Sanandaj""","339","[""hospital"",""point_of_interest"",""establishment""]"
"""مطب دکتر ساعدی""","35.3141129","46.9975309","0101000020E6100000EE1FB017AF7F4740EE1FB017AF7F4740","""فردوسی""","340","[""hospital"",""point_of_interest"",""establishment""]"
"""Hair beauty gazelle skin clinic doctor Aghaie""","35.3074624","46.9943297","0101000020E610000081781332467F474081781332467F4740","""Sanandaj, Ta'rif Street""","341","[""hospital"",""health"",""point_of_interest"",""establishment""]"
"""کلینیک ویژه بعثت سنندج""","35.3153887","46.9886418","0101000020E6100000B33A83D08B7E4740B33A83D08B7E4740","""Sanandaj, بیمارستان بعثت""","342","[""hospital"",""point_of_interest"",""establishment""]"
"""مرکز بهداشت، سنندج""","35.3195877","47.0001273","0101000020E61000001AABDE2B048047401AABDE2B04804740","""Sanandaj""","343","[""hospital"",""point_of_interest"",""establishment""]"
"""مركز بهداشت قدس""","35.3190075","47.0016108","0101000020E610000001A95EC83480474001A95EC834804740","""Sanandaj, چهارباغ""","344","[""hospital"",""point_of_interest"",""establishment""]"
"""کلینیک خانواده (وابسته به بیمارستان قدس)""","35.3049605","47.0031219","0101000020E61000005F33654C668047405F33654C66804740","""Sanandaj""","345","[""hospital"",""point_of_interest"",""establishment""]"
"""مركز بهداشت سميه""","35.3225951","46.9927491","0101000020E610000014D10A67127F474014D10A67127F4740","""Sanandaj, شێخان""","346","[""hospital"",""point_of_interest"",""establishment""]"
"""ام ار ای شهید قاضی""","35.299514","46.9975564","0101000020E61000002FF598EDAF7F47402FF598EDAF7F4740","""Sanandaj""","347","[""hospital"",""point_of_interest"",""establishment""]"
"""نه خوشخانه ی سیدالشهدایی( Dr.sayedoshohadaee Hospital)""","35.3138815","46.9761638","0101000020E6100000FF4476EFF27C4740FF4476EFF27C4740","""Mobarak Abad, Sanandaj""","348","[""hospital"",""point_of_interest"",""establishment""]"
"""بیمارستان دکتر سیدالشهدائی""","35.3138864","46.9759619","0101000020E61000002C52CD51EC7C47402C52CD51EC7C4740","""Sanandaj, Mobarak Abad, Mobarak Abad Street""","349","[""hospital"",""point_of_interest"",""establishment""]"
"""بیمارستان تخصصی و فوق تخصصی سیدالشهدایی""","35.3139346","46.9759297","0101000020E6100000F958B043EB7C4740F958B043EB7C4740","""Sanandaj, Mobarak Abad""","350","[""hospital"",""point_of_interest"",""establishment""]"
"""Sayed Shohaday Hospital""","35.3139083","46.9759049","0101000020E6100000CAC0A673EA7C4740CAC0A673EA7C4740","""Mobarak Abad, Sanandaj""","351","[""hospital"",""point_of_interest"",""establishment""]"
"""درمانگاه وحدت (VAHDAT CLINIC)""","35.3167281","46.9731379","0101000020E6100000C27F5FC88F7C4740C27F5FC88F7C4740","""Mobarak Abad, Sanandaj""","352","[""hospital"",""point_of_interest"",""establishment""]"
"""Tohid Hospital""","35.3011639","47.0187835","0101000020E61000002A1A6B7F678247402A1A6B7F67824740","""Sanandaj, Taohid""","353","[""hospital"",""point_of_interest"",""establishment""]"
"""Parsian Insurance Company""","35.3022566","46.9997293","0101000020E6100000302D3421F77F4740302D3421F77F4740","""Sanandaj""","354","[""insurance_agency"",""point_of_interest"",""establishment""]"
"""Asia Insurance Agents nutty Code 26093""","35.3165807","47.0088566","0101000020E610000046AD8B362281474046AD8B3622814740","""Sanandaj, Golshan Street""","355","[""insurance_agency"",""point_of_interest"",""establishment""]"
"""بیمه پارسیان نمایندگی ساعد""","35.3148275","46.9805431","0101000020E6100000C368B16F827D4740C368B16F827D4740","""Sanandaj""","356","[""insurance_agency"",""point_of_interest"",""establishment""]"
"""Novin""","35.3270086","46.9919667","0101000020E61000004B9CCBC3F87E47404B9CCBC3F87E4740","""Sanandaj, 17 Shahrivar""","357","[""insurance_agency"",""point_of_interest"",""establishment""]"
"""Razi Insurance - Agents Zarei""","35.2682607","46.9907556","0101000020E6100000182A5A14D17E4740182A5A14D17E4740","""Baharan Town, Sanandaj""","358","[""insurance_agency"",""point_of_interest"",""establishment""]"
"""پاساژ جواهر""","35.3178518","46.9976666","0101000020E6100000E0A7058AB37F4740E0A7058AB37F4740","""Sanandaj, Emam St, No. 90""","359","[""jewelry_store"",""store"",""point_of_interest"",""establishment""]"
"""طلا فروشی فرید""","35.3180823","46.9967836","0101000020E61000003698E19A967F47403698E19A967F4740","""Sanandaj, Emam Street, No. 90""","360","[""jewelry_store"",""store"",""point_of_interest"",""establishment""]"
"""خشک شویی ژاندارک""","35.3264309","47.0006892","0101000020E6100000EEBA6D9516804740EEBA6D9516804740","""Sanandaj, Shohada Street""","361","[""laundry"",""point_of_interest"",""establishment""]"
"""خشکشویی اصلانی""","35.3139926","47.0151694","0101000020E610000031732612F181474031732612F1814740","""Sanandaj, Ali Asghar Kordestani Street""","362","[""laundry"",""point_of_interest"",""establishment""]"
"""خشک شویی اصلانی""","35.3140237","47.0151953","0101000020E6100000C4466AEBF1814740C4466AEBF1814740","""Sanandaj""","363","[""laundry"",""point_of_interest"",""establishment""]"
"""خشکشویی سیف اله اصلانی""","35.3140218","47.015265","0101000020E610000000E31934F481474000E31934F4814740","""سنندج چهارراه, Khayyam Street""","364","[""laundry"",""point_of_interest"",""establishment""]"
"""مجتمع قالیشویی شین""","35.227436","47.0031716","0101000020E610000052234FED6780474052234FED67804740","""Sanandaj""","365","[""laundry"",""point_of_interest"",""establishment""]"
"""دفتر وکالت کاوه اسدی وپینه چی""","35.3109999","46.9981486","0101000020E61000002AC65455C37F47402AC65455C37F4740","""Sanandaj""","366","[""lawyer"",""point_of_interest"",""establishment""]"
"""کتابخانه عمومی شهید مطهری""","35.3051622","47.0012381","0101000020E61000002B81EF91288047402B81EF9128804740","""Sanandaj""","367","[""library"",""point_of_interest"",""establishment""]"
"""University of Kurdistan Library""","35.2785408","46.9954549","0101000020E61000004B12F0106B7F47404B12F0106B7F4740","""Sanandaj""","368","[""library"",""point_of_interest"",""establishment""]"
"""كتابخانه مركزي""","35.2784317","46.995315","0101000020E6100000F11B5F7B667F4740F11B5F7B667F4740","""Iran""","369","[""library"",""point_of_interest"",""establishment""]"
"""کتابخانه""","35.2750872","46.9925675","0101000020E610000047C9AB730C7F474047C9AB730C7F4740","""Sanandaj""","370","[""library"",""point_of_interest"",""establishment""]"
"""کتابخانه بهاران""","35.270974","46.9887249","0101000020E6100000D51E9B898E7E4740D51E9B898E7E4740","""Baharan Town, Sanandaj""","371","[""library"",""point_of_interest"",""establishment""]"
"""Heja Motion""","35.3071255","46.9998474","0101000020E6100000CEFEE5FFFA7F4740CEFEE5FFFA7F4740","""Sanandaj, 12 Ordibehesht Street""","372","[""local_government_office"",""point_of_interest"",""establishment""]"
"""Sanandaj Primary Municipality""","35.319527","46.9937817","0101000020E6100000816E1E3D347F4740816E1E3D347F4740","""Sanandaj, Imam""","373","[""city_hall"",""local_government_office"",""point_of_interest"",""establishment""]"
"""مدیریت آموزش و پرورش ناحیه دو سنندج""","35.3177722","46.9874231","0101000020E610000050E850E1637E474050E850E1637E4740","""Sanandaj""","374","[""local_government_office"",""point_of_interest"",""establishment""]"
"""Legal Department Relief Committee""","35.307403","47.009907","0101000020E61000003280F0A1448147403280F0A144814740","""Sanandaj, سایت اداری""","375","[""local_government_office"",""point_of_interest"",""establishment""]"
"""فناوري اطلاعات بروز""","35.3218748","46.9861647","0101000020E61000001C7C17A53A7E47401C7C17A53A7E4740","""Sanandaj""","376","[""local_government_office"",""point_of_interest"",""establishment""]"
"""ایستگاه راهنمایی و رانندگی آزادی""","35.3119472","46.9959712","0101000020E610000002E1F9FB7B7F474002E1F9FB7B7F4740","""Sanandaj, میدان اقبال""","377","[""local_government_office"",""point_of_interest"",""establishment""]"
"""فرمانداری سنندج""","35.3113694","46.9985462","0101000020E6100000C545A45CD07F4740C545A45CD07F4740","""Sanandaj, Felestin Street""","378","[""local_government_office"",""point_of_interest"",""establishment""]"
"""شرکت ارتباطات زیرساخت کردستان""","35.3130802","46.9940618","0101000020E6100000F899C46A3D7F4740F899C46A3D7F4740","""Sanandaj""","379","[""local_government_office"",""point_of_interest"",""establishment""]"
"""دفتر ارائه خدمات تامین اجتماعی و دارایی""","35.307272","46.9955099","0101000020E61000000EAC4FDE6C7F47400EAC4FDE6C7F4740","""Sanandaj, كوچه ي نغمه""","380","[""local_government_office"",""point_of_interest"",""establishment""]"
"""امور مالیاتی کردستان، ساختمان فلسطین""","35.3095752","47.0032524","0101000020E610000017D11B936A80474017D11B936A804740","""Sanandaj""","381","[""accounting"",""local_government_office"",""finance"",""point_of_interest"",""establishment""]"
"""اداره کل بنیاد شهید و امور ایثار گران استان کردستان""","35.3179534","46.9953127","0101000020E610000091E51368667F474091E51368667F4740","""Sanandaj, کوچه حبیبی روبرو موزه, Emam Street""","382","[""local_government_office"",""point_of_interest"",""establishment""]"
"""استانداری کردستان""","35.3226581","46.9915268","0101000020E6100000C48DA559EA7E4740C48DA559EA7E4740","""بعثت، سنندج""","383","[""local_government_office"",""point_of_interest"",""establishment""]"
"""شهرداری ناحیه بهاران""","35.2701405","47.0098865","0101000020E61000000116F9F5438147400116F9F543814740","""Baharan Town, Sanandaj""","384","[""local_government_office"",""point_of_interest"",""establishment""]"
"""دادگستری کل کردستان""","35.303643","47.0049593","0101000020E6100000D1A79F81A2804740D1A79F81A2804740","""Sanandaj""","385","[""courthouse"",""premise"",""local_government_office"",""point_of_interest"",""establishment""]"
"""شرکت سهامی آب منطقه ای استان کردستان""","35.292021","47.004048","0101000020E61000009ECE15A5848047409ECE15A584804740","""Sanandaj""","386","[""premise"",""local_government_office"",""point_of_interest"",""establishment""]"
"""خدمات موتوری شهرداری""","35.266357","47.0130103","0101000020E61000006D814E52AA8147406D814E52AA814740","""Baharan Town""","387","[""city_hall"",""premise"",""local_government_office"",""point_of_interest"",""establishment""]"
"""Tourist Hotel""","35.2926556","47.0038961","0101000020E61000007D0ADBAA7F8047407D0ADBAA7F804740","""Sanandaj""","388","[""lodging"",""point_of_interest"",""establishment""]"
"""مهمانسرای علوم پزشکی""","35.3076432","46.9951853","0101000020E6100000E07A5E3B627F4740E07A5E3B627F4740","""Sanandaj""","389","[""lodging"",""point_of_interest"",""establishment""]"
"""دفتر حزب وحدت ملی - شاخه کوردستان""","35.3082342","47.0004317","0101000020E6100000DCB05C250E804740DCB05C250E804740","""Sanandaj""","390","[""lodging"",""point_of_interest"",""establishment""]"
"""شیشه و رنگ هیوا""","35.3044406","46.9915677","0101000020E61000008DA2BDB0EB7E47408DA2BDB0EB7E4740","""Sanandaj""","391","[""lodging"",""point_of_interest"",""establishment""]"
"""Abidar Hotel""","35.31303","46.9965679","0101000020E6100000285F75898F7F4740285F75898F7F4740","""Sanandaj""","392","[""lodging"",""point_of_interest"",""establishment""]"
"""کفش وین طب""","35.3131994","46.9964215","0101000020E610000000C45DBD8A7F474000C45DBD8A7F4740","""Sanandaj, خیبان کوچه هتل, Ferdowsi Street""","393","[""lodging"",""point_of_interest"",""establishment""]"
"""Kaj Hotel""","35.3135447","46.9970337","0101000020E61000004441DFCC9E7F47404441DFCC9E7F4740","""Sanandaj""","394","[""lodging"",""point_of_interest"",""establishment""]"
"""شرکت نمادید""","35.314259","46.9960785","0101000020E6100000D7DF12807F7F4740D7DF12807F7F4740","""Sanandaj""","395","[""lodging"",""point_of_interest"",""establishment""]"
"""hedayat hotel""","35.3141129","46.9975309","0101000020E6100000EE1FB017AF7F4740EE1FB017AF7F4740","""Sanandaj, Ferdowsi Street""","396","[""lodging"",""point_of_interest"",""establishment""]"
"""تجارى ورمکان تاس""","35.3086824","46.9991003","0101000020E61000003DF6C484E27F47403DF6C484E27F4740","""Sanandaj""","397","[""lodging"",""point_of_interest"",""establishment""]"
"""Hedayat Hotel هتل هدایت""","35.3164261","46.9986061","0101000020E6100000068B1E53D27F4740068B1E53D27F4740","""Sanandaj, میدان انقلاب، ابتدای خیابان روبروی بانک ملّت, Ferdowsi Street""","398","[""lodging"",""point_of_interest"",""establishment""]"
"""هتل جبار""","35.3168993","46.9990554","0101000020E610000034F21E0CE17F474034F21E0CE17F4740","""Sanandaj, میدان هتل جبار, Enqelab""","399","[""lodging"",""point_of_interest"",""establishment""]"
"""مسافرخانه امید""","35.3175354","46.9993789","0101000020E6100000FFE7D5A5EB7F4740FFE7D5A5EB7F4740","""Sanandaj""","400","[""lodging"",""point_of_interest"",""establishment""]"
"""Veterinary Hotel Sanandaj""","35.3087155","47.0031971","0101000020E610000095F837C36880474095F837C368804740","""Sanandaj""","401","[""lodging"",""point_of_interest"",""establishment""]"
"""Farhangiyan""","35.3045183","47.0001903","0101000020E610000062235A3C0680474062235A3C06804740","""Sanandaj""","402","[""lodging"",""point_of_interest"",""establishment""]"
"""تپه بهارمست""","35.3126324","47.0081301","0101000020E61000007ECE38680A8147407ECE38680A814740","""Sanandaj, تونل انقلاب""","403","[""lodging"",""point_of_interest"",""establishment""]"
"""کوچه اتحاد""","35.312639","47.0085646","0101000020E6100000A07312A518814740A07312A518814740","""Sanandaj, تونل انقلاب""","404","[""lodging"",""point_of_interest"",""establishment""]"
"""اسکان مهمانان نوروزی""","35.2999893","47.0000267","0101000020E61000003CD0F9DF008047403CD0F9DF00804740","""Sanandaj""","405","[""lodging"",""point_of_interest"",""establishment""]"
"""هتل لاله""","35.3033834","46.9806819","0101000020E6100000BB2308FC867D4740BB2308FC867D4740","""Sanandaj, Abidar Circular""","406","[""lodging"",""point_of_interest"",""establishment""]"
"""Rose Apartment""","35.3109338","46.9772487","0101000020E61000007D47437C167D47407D47437C167D4740","""Safari Ave.""","407","[""lodging"",""point_of_interest"",""establishment""]"
"""مسجد حبیب الله مشهور به ملا ویسی""","35.3140943","46.9965418","0101000020E6100000680C84AE8E7F4740680C84AE8E7F4740","""Sanandaj""","408","[""mosque"",""place_of_worship"",""point_of_interest"",""establishment""]"
"""مسجد غیاثی""","35.3144511","46.992892","0101000020E6100000E23AC615177F4740E23AC615177F4740","""Sanandaj, ‫آیت الله مردوخ‬‎, No. keshavarz""","409","[""mosque"",""place_of_worship"",""point_of_interest"",""establishment""]"
"""مسجد باقرخان وکیل""","35.3119237","46.9912928","0101000020E61000005061B6AEE27E47405061B6AEE27E4740","""Sanandaj""","410","[""mosque"",""place_of_worship"",""point_of_interest"",""establishment""]"
"""مسجد خلیل الله""","35.3072225","46.9938544","0101000020E61000002B7EF89E367F47402B7EF89E367F4740","""Sanandaj, Hasan Abad""","411","[""mosque"",""place_of_worship"",""point_of_interest"",""establishment""]"
"""مزگت ئه‌حمه‌دنه‌سه‌ب مسجد احمدنسب""","35.3094236","47.0029289","0101000020E61000004CDB64F95F8047404CDB64F95F804740","""Sanandaj""","412","[""mosque"",""place_of_worship"",""point_of_interest"",""establishment""]"
"""امامزاده پیر عمر(ع)""","35.3179205","46.9959607","0101000020E6100000F64CE5A37B7F4740F64CE5A37B7F4740","""Sanandaj, Emam St, No. 90,""","413","[""mosque"",""place_of_worship"",""point_of_interest"",""establishment""]"
"""مسجد ملاجلال""","35.3185395","46.9996217","0101000020E61000009DEF969AF37F47409DEF969AF37F4740","""Sanandaj, Taleghani Street""","414","[""mosque"",""place_of_worship"",""point_of_interest"",""establishment""]"
"""مسجد دارالاحسان Dar-ol Ehsan""","35.3194334","46.9949387","0101000020E61000002B03BD265A7F47402B03BD265A7F4740","""Sanandaj, Emam St, No. 90,""","415","[""mosque"",""place_of_worship"",""point_of_interest"",""establishment""]"
"""مسجد امام غزالی""","35.3135712","46.9867283","0101000020E6100000D344E91C4D7E4740D344E91C4D7E4740","""Sanandaj, Khosro Abad, Baharestan 3 Alley""","416","[""mosque"",""place_of_worship"",""point_of_interest"",""establishment""]"
"""Sanandaj Central Mosque""","35.3199243","46.9951183","0101000020E610000056135509607F474056135509607F4740","""Sanandaj, Shohada Street""","417","[""mosque"",""place_of_worship"",""point_of_interest"",""establishment""]"
"""مسجد امام حسین""","35.3052773","46.9895708","0101000020E6100000CD898741AA7E4740CD898741AA7E4740","""Sanandaj""","418","[""mosque"",""place_of_worship"",""point_of_interest"",""establishment""]"
"""مسجد ابوبکر صدیق""","35.3029549","46.9941346","0101000020E6100000396975CD3F7F4740396975CD3F7F4740","""Sanandaj""","419","[""mosque"",""place_of_worship"",""point_of_interest"",""establishment""]"
"""Masjede Wazir .sanandaj""","35.3211462","46.9953687","0101000020E610000024FBD63D687F474024FBD63D687F4740","""Sanandaj""","420","[""mosque"",""place_of_worship"",""point_of_interest"",""establishment""]"
"""مسجد حاج سید ابراهیم""","35.3211902","46.9940474","0101000020E61000003FD6F8F13C7F47403FD6F8F13C7F4740","""Sanandaj""","421","[""mosque"",""place_of_worship"",""point_of_interest"",""establishment""]"
"""مسجد ملا محمد شفیع""","35.3195226","47.0045449","0101000020E61000008C6E62ED948047408C6E62ED94804740","""چوارباخ, Sanandaj""","422","[""mosque"",""place_of_worship"",""point_of_interest"",""establishment""]"
